case_id,patient_tld_gain,component_id,score,added_reference_voxels,airway_core_voxels,core_fraction,length_proxy_mm,elongation,mean_reference_radius_mm,centre_i,centre_j,centre_k
087,0.04262052959172902,76,47.02931628697092,23,0,0.0,4.18101434861994,2.2337490604479675,0.5978260869565217,151.08695652173913,261.52173913043475,442.9130434782609
087,0.04262052959172902,217,46.92266262765635,24,0,0.0,3.822458798730657,1.3540888901485013,0.59375,174.70833333333331,347.58333333333337,288.125
087,0.04262052959172902,251,46.62775906639801,22,0,0.0,4.492041147838971,2.291876614951018,0.6222229154516122,182.13636363636363,332.5909090909091,593.0454545454545
126,0.022104466313398907,1141,45.429844683765936,20,0,0.0,5.159676969977738,2.9532988150114527,0.7522802253409929,358.35,205.1,532.1
116,0.02416263956007325,538,45.312328065275786,24,0,0.0,3.5645956157902425,1.4190377166594175,0.7029892514495559,370.7083333333333,259.5416666666667,243.70833333333331
116,0.02416263956007325,403,45.25804002733825,22,0,0.0,4.232004518835023,2.4528047183088817,0.7478062739627702,318.1818181818182,353.8636363636364,168.04545454545456
125,0.023978545511910365,432,45.13164645210072,23,0,0.0,3.8504073940971932,1.7004520860037657,0.7142413643468908,330.2173913043478,307.17391304347825,537.0
034,0.020825721592985014,536,44.991149512452715,20,0,0.0,5.060508836129685,1.4794853725381982,0.78125,236.0,274.45,627.4
087,0.04262052959172902,678,44.753049932234056,15,0,0.0,8.90149101438682,6.905708312701648,0.51875,334.93333333333334,365.6,339.93333333333334
046,0.028377942599161488,162,43.8149824653695,21,0,0.0,4.353180699411874,1.8316786146191835,0.7097730288312326,200.14285714285714,284.76190476190476,466.76190476190476
147,0.030355731225296445,504,43.40598179261148,23,0,0.0,3.5615864941030604,1.6722146078295372,0.721095892170172,357.3478260869565,281.4347826086956,321.52173913043475
081,0.03050397877984079,35,43.367765202094496,19,0,0.0,5.20986996848753,3.3889114315876947,0.723234501048103,155.57894736842104,231.8421052631579,494.89473684210526
116,0.02416263956007325,406,43.26344909192373,18,0,0.0,5.776932183115669,3.9514473116207243,0.6973741319444444,319.83333333333337,284.77777777777777,436.05555555555554
151,0.03314012096774199,13,43.201794684019,17,0,0.0,6.458114408028139,3.0045852578443504,0.5188419117647058,129.58823529411765,300.52941176470586,297.94117647058823
081,0.03050397877984079,459,43.16664320464846,17,0,0.0,6.44760929258624,3.8492575978751873,0.5330882352941176,408.1764705882353,276.2352941176471,247.05882352941177
046,0.028377942599161488,41,43.157731793349754,20,0,0.0,4.656474533866781,1.9006097119384227,0.612109375,184.25,236.85,480.2
034,0.020825721592985014,79,42.19992581646308,17,0,0.0,6.16205445991345,4.096375645889072,0.6164766329386457,163.35294117647058,348.3529411764706,583.3529411764706
151,0.03314012096774199,5,40.88106428296888,16,0,0.0,6.528364909797787,5.404002533009334,0.52001953125,125.0,318.3125,254.25
147,0.030355731225296445,469,40.19566600910471,15,0,0.0,7.180851404068872,4.438643156658833,0.745263701327597,342.4666666666667,348.93333333333334,208.46666666666667
046,0.028377942599161488,416,39.58774674450579,19,0,0.0,4.3412456850613,2.776016704164172,0.8647181432004075,315.52631578947364,305.36842105263156,329.2631578947368
087,0.04262052959172902,403,39.292777538675004,16,0,0.0,6.030946744936729,4.366921182099645,0.7819595474973111,213.4375,279.0625,342.25
081,0.03050397877984079,18,39.0422451524805,16,0,0.0,5.954284791196824,2.9032366514924397,0.5,136.8125,226.625,372.75
087,0.04262052959172902,275,38.82409848022115,18,0,0.0,4.652193280252809,3.15801351922296,0.765625,186.66666666666669,281.3333333333333,631.0
152,0.02541054451166813,850,38.728865106157905,20,0,0.0,3.7498124810274382,1.9708217245891373,0.6101308401363972,361.1,273.55,287.0
152,0.02541054451166813,149,38.575098463782226,17,0,0.0,5.148921181628006,3.676337472092582,0.5942095588235294,191.23529411764707,246.94117647058823,209.52941176470588
